SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,18023 3rd Dr SE Unit GP 39,Bothell,WA,98012,727990,4,3.25,North Creek,2750,4025,2018,129,265,20,Active,,,http://www.redfin.com/WA/Bothell/18023-3rd-Dr-SE-98012/unit-GP-39/home/143836260,NWMLS,1195061,N,Y,47.8342864,-122.2271303
MLS Listing,,Mobile/Manufactured Home,5615 180th St SE,Bothell,WA,98012,675000,3,2,Bothell,1004,259182,1995,131,672,,Active,,,http://www.redfin.com/WA/Bothell/5615-180th-St-SE-98012/home/2501282,NWMLS,1189712,N,Y,47.8347831,-122.1569443
MLS Listing,,Townhouse,18227 132nd Place NE,Woodinville,WA,98072,499900,3,2.5,Woodinville,1479,,1995,131,338,413,Active,,,http://www.redfin.com/WA/Woodinville/18227-132nd-Pl-NE-98072/unit-18227/home/40272051,NWMLS,1194094,N,Y,47.7607915,-122.1631445
MLS Listing,,Single Family Residential,20217 85th Place NE,Bothell,WA,98011,1062000,5,4,Bothell,3399,7211,2017,132,312,50,Active,,,http://www.redfin.com/WA/Bothell/20217-85th-Pl-NE-98011/home/143816708,NWMLS,1192896,N,Y,47.7574619,-122.2264823
MLS Listing,,Vacant Land,19300 Bothell Wy NE,Bothell,WA,98011,1500000,0,,Bothell,,78940,,133,,,Active,,,http://www.redfin.com/WA/Bothell/19300-Bothell-Way-NE-98011/home/143807689,NWMLS,1192155,N,Y,47.767404,-122.210076
MLS Listing,,Single Family Residential,25 242nd ST SE (#18),Bothell,WA,98021,1127551,4,3.5,Canyon Park,3711,10161,2017,136,304,92,Active,January-26-2018 11:00 AM,January-26-2018 04:00 PM,http://www.redfin.com/WA/Bothell/25-242nd-St-SE-98021/home/143779317,NWMLS,1191487,N,Y,47.788719,-122.183501
MLS Listing,,Single Family Residential,23616 43rd Dr SE #225,Bothell,WA,98021,819950,4,2.75,Bothell,2494,3600,2017,137,329,70,Active,,,http://www.redfin.com/WA/Bothell/23616-43rd-Dr-SE-98021/unit-225/home/143753747,NWMLS,1191515,N,Y,47.7886187,-122.1749129
MLS Listing,,Single Family Residential,4313 231st Place SE,Bothell,WA,98021,929990,4,2.5,Bothell,3063,5434,2017,138,304,80,Active,,,http://www.redfin.com/WA/Bothell/4313-231-Pl-SE-98021/home/143726790,NWMLS,1191005,N,Y,47.7883677,-122.1845996
MLS Listing,,Single Family Residential,4321 231st Place SE,Bothell,WA,98021,965990,5,3.5,Bothell,3312,8124,2017,138,292,80,Active,,,http://www.redfin.com/WA/Bothell/4321-231-Pl-SE-98021/home/143726298,NWMLS,1190964,N,Y,47.7883677,-122.1845996
MLS Listing,,Single Family Residential,234 239th (Lot 12) St SE,Bothell,WA,98021,1149997,5,2.75,Canyon Park,3310,9606,2017,151,347,92,Active,January-26-2018 11:00 AM,January-26-2018 04:00 PM,http://www.redfin.com/WA/Bothell/234-12th-Ave-SE-98012/home/143443825,NWMLS,1184943,N,Y,47.782622,-122.229233
MLS Listing,,Single Family Residential,18606 46th Ave SE,Bothell,WA,98012,779995,4,3.5,North Creek,2600,3339,2018,153,300,88,Active,,,http://www.redfin.com/WA/Bothell/18606-46th-Ave-SE-98012/home/143417846,NWMLS,1184008,N,Y,47.8289,-122.1723
MLS Listing,,Condo/Co-op,9608 NE 182nd Ct #21,Bothell,WA,98011,777955,4,3.25,Downtown Bothell,2048,,2018,161,380,137,Active,January-24-2018 10:00 AM,January-24-2018 05:00 PM,http://www.redfin.com/WA/Bothell/9608-NE-182nd-Ct-98011/unit-21/home/143313075,NWMLS,1179895,N,Y,47.7597866,-122.1962453
MLS Listing,,Single Family Residential,3323 219th Place SE #31,Bothell,WA,98021,1121900,5,2.5,Canyon Park,4236,9712,2017,161,265,90,Active,,,http://www.redfin.com/WA/Bothell/3323-219th-Pl-SE-98021/unit-31/home/143311809,NWMLS,1179664,N,Y,47.7985962,-122.18279
MLS Listing,,Mobile/Manufactured Home,2200 196th St SE #73,Bothell,WA,98012,135000,3,2,Bothell,935,,2017,163,144,,Active,,,http://www.redfin.com/WA/Bothell/2200-196th-St-SE-98012/unit-73/home/2875060,NWMLS,1178656,N,Y,47.8186196,-122.2033852
MLS Listing,,Single Family Residential,4524 186th Place SE Unit A,Bothell,WA,98012,659995,3,3.5,North Creek,2190,2387,2018,168,301,88,Active,,,http://www.redfin.com/WA/Bothell/4524-186th-Pl-SE-98012/unit-A/home/143185162,NWMLS,1176279,N,Y,47.8283509,-122.1724901
MLS Listing,,Single Family Residential,21806 33rd Dr SE #2,Bothell,WA,98021,1254900,5,3.25,Canyon Park,4236,9600,2017,178,296,90,Active,,,http://www.redfin.com/WA/Bothell/21806-33rd-Dr-SE-98021/unit-2/home/143050923,NWMLS,1170218,N,Y,47.8055965,-122.1882958
MLS Listing,,Vacant Land,19009 51st Ave SE,Bothell,WA,98012,854000,0,,Bothell,,645123,,186,,,Active,,,http://www.redfin.com/WA/Bothell/19009-51st-Ave-SE-98012/home/142984283,NWMLS,1165561,N,Y,47.824759,-122.157949
MLS Listing,,Vacant Land,19021 51st Ave SE,Bothell,WA,98012,474000,0,,Bothell,,222429,,186,,,Active,,,http://www.redfin.com/WA/Bothell/19021-51st-Ave-SE-98012/home/62262758,NWMLS,1165560,N,Y,47.824505,-122.161645
MLS Listing,,Single Family Residential,18611 46th Ave SE,Bothell,WA,98012,719995,4,3.5,North Creek,2301,3262,2018,186,313,88,Active,,,http://www.redfin.com/WA/Bothell/18611-46th-Ave-SE-98012/home/142977390,NWMLS,1166334,N,Y,47.8289,-122.1723
MLS Listing,,Single Family Residential,21813 33rd Dr SE #36,Bothell,WA,98021,996900,4,2.5,Canyon Park,3182,9631,2017,199,313,90,Active,,,http://www.redfin.com/WA/Bothell/21813-33rd-Dr-SE-98021/unit-36/home/141361973,NWMLS,1157889,N,Y,47.8055965,-122.1882958
MLS Listing,,Single Family Residential,3310 219th Place SE #8,Bothell,WA,98021,1119900,5,4.5,Canyon Park,4236,9774,2018,199,264,90,Active,,,http://www.redfin.com/WA/Bothell/3310-219th-Pl-SE-98021/unit-8/home/141348474,NWMLS,1157830,N,Y,47.7985955,-122.1826512
MLS Listing,,Vacant Land,19806 13th Dr SE,Bothell,WA,98012,2099000,0,,Thrashers Corner,,43560,,239,,,Active,,,http://www.redfin.com/WA/Bothell/19806-13th-Dr-SE-98012/home/2553192,NWMLS,1134735,N,Y,47.8189306,-122.2141509
MLS Listing,,Vacant Land,10722 E Riverside Dr,Bothell,WA,98011,1008000,0,,Sammamish River,,87078,,323,,,Active,,,http://www.redfin.com/WA/Bothell/10722-E-Riverside-Dr-98011/home/113376880,NWMLS,1086868,N,Y,47.7566481,-122.2004084
MLS Listing,,Vacant Land,19611 North Creek Park,Bothell,WA,98011,7500000,0,,North Creek,,270986,,597,,,Active,,,http://www.redfin.com/WA/Bothell/19611-N-Creek-Pkwy-98011/home/106131584,NWMLS,955249,N,Y,47.7702209,-122.184656
For-Sale-by-Owner Listing,,Single Family Residential,23545 14th Dr SE,Bothell,WA,98021,799000,4,2.5,Bothell,2454,13068,2000,1,326,,Active,,,http://www.redfin.com/WA/Bothell/23545-14th-Dr-SE-98021/home/2871329,Fizber.com,4947431,N,Y,47.784546,-122.2136745
For-Sale-by-Owner Listing,,Single Family Residential,23630 N Lake Cir,Bothell,WA,98021,365000,3,2,Bothell,1812,5662,1983,7,201,,Active,,,http://www.redfin.com/WA/Bothell/23630-N-Lake-Cir-98021/home/2795886,Fizber.com,4946772,N,Y,47.7835277,-122.2488581
For-Sale-by-Owner Listing,,Mobile/Manufactured Home,11330 E Riverside Dr Unit 34,Bothell,WA,98011,159999,2,1.75,Bothell,1296,,1986,151,123,,Active,,,http://www.redfin.com/WA/Bothell/11330-E-Riverside-Dr-98011/unit-34/home/143434327,Fizber.com,4929033,N,Y,47.7531706,-122.1889956
New Construction Home,,Single Family Residential,18728 46th Ave NE,Bothell,WA,98012,719995,4,2.5,Timber Creek - The Courtyards,1876,,2018,13,384,,Active,,,http://www.redfin.com/WA/Bothell/18728-46th-Ave-SE-98012/home/144671397,NewHomeSource.com,1406629,N,Y,47.828913,-122.172253
New Construction Home,,Single Family Residential,23731 43rd Dr SE,Bothell,WA,98021,874950,4,3.5,North Creek Ridge,3316,,2018,18,264,,Active,,,http://www.redfin.com/WA/Bothell/23731-43rd-Dr-SE-98021/home/144650975,NewHomeSource.com,1404695,N,Y,47.7838,-122.173
New Construction Home,,Single Family Residential,9608 NE 182nd Ct. C,Bothell,WA,98011,762995,4,3.5,Dawson Square,2048,,2017,48,373,,Active,,,http://www.redfin.com/WA/Bothell/9608-NE-182nd-Ct-98011/unit-19/home/143120003,NewHomeSource.com,1397161,N,Y,47.7597866,-122.1962453
New Construction Home,,Single Family Residential,4431 231st Pl SE,Bothell,WA,98021,939990,4,3.5,Talavera Ridge,3312,,2017,92,284,,Active,,,http://www.redfin.com/WA/Bothell/4431-231-Pl-SE-98021/home/114027963,NewHomeFeed,606760,N,Y,47.7883677,-122.1845996
New Construction Home,,Townhouse,4528 186th Pl SE,Bothell,WA,98012,659995,3,3.5,Timber Creek - The Towns,2190,,2017,161,301,,Active,,,http://www.redfin.com/WA/Bothell/4528-186th-Pl-SE-98012/home/143309375,NewHomeSource.com,1362614,N,Y,47.8289,-122.1723
New Construction Home,,Single Family Residential,2636 236th St SE Lot 14,Bothell,WA,98021,850000,4,3,Tall Cedars,3009,,2017,351,282,,Active,,,http://www.redfin.com/WA/Bothell/2636-236th-St-SE-98021/unit-14/home/143318377,NewHomeFeed,573729,N,Y,47.7837652,-122.1937298
New Construction Plan,,Single Family Residential,Aspen,Bothell,WA,98012,,4,3.5,Normandie on 3rd,3326,,,,,,Active,,,http://www.redfin.com/WA/Bothell/Normandie-on-3rd/Aspen/home/144724189,DR Horton,Plan-391304,N,Y,47.8388971,-122.2275251
New Construction Plan,,Single Family Residential,Windom,Bothell,WA,98012,,4,2.5,Normandie on 3rd,3105,,,,,,Active,,,http://www.redfin.com/WA/Bothell/Normandie-on-3rd/Windom/home/144724188,DR Horton,Plan-391305,N,Y,47.8388971,-122.2275251
New Construction Plan,,Single Family Residential,Residence 417,Bothell,WA,98021,824990,4,2.5,Talavera Ridge,2566,,,,322,,Active,,,http://www.redfin.com/WA/Bothell/Talavera-Ridge/Residence-417/home/144711868,NewHomeSource.com,Plan-31467039,N,Y,47.787947,-122.1745322
New Construction Plan,,Single Family Residential,Windom,Bothell,WA,98021,799995,4,2.5,Parkview Ridge,3105,,,,258,,Active,,,http://www.redfin.com/WA/Bothell/Parkview-Ridge/Windom/home/144356802,NewHomeSource.com,Plan-31453113,N,Y,47.7923063,-122.1774516
New Construction Plan,,Single Family Residential,Lincoln (WA),Bothell,WA,98012,719995,3,3.5,Timber Creek - The Bungalows,2301,,,,313,,Active,,,http://www.redfin.com/WA/Bothell/Timber-Creek-The-Bungalows/Lincoln-WA/home/103657485,NewHomeSource.com,Plan-31227755,N,Y,47.828913,-122.172253
New Construction Plan,,Single Family Residential,Penrose (WA),Bothell,WA,98012,719995,3,3.5,Timber Creek - The Bungalows,2320,,,,310,,Active,,,http://www.redfin.com/WA/Bothell/Timber-Creek-The-Bungalows/Penrose-WA/home/103657484,NewHomeSource.com,Plan-31227756,N,Y,47.828913,-122.172253
New Construction Plan,,Single Family Residential,Jasmine,Bothell,WA,98012,552995,2,2.5,Timber Creek - The Bungalows,1386,,,,399,,Active,,,http://www.redfin.com/WA/Bothell/Timber-Creek-The-Bungalows/Jasmine/home/105429968,NewHomeSource.com,Plan-31254576,N,Y,47.828913,-122.172253
New Construction Plan,,Single Family Residential,Kingston (WA),Bothell,WA,98012,859995,4,2.5,Timber Creek - The Signature,2640,,,,326,,Active,,,http://www.redfin.com/WA/Bothell/Timber-Creek-The-Signature/Kingston-WA/home/102462993,NewHomeSource.com,Plan-31172994,N,Y,47.828913,-122.172253
New Construction Plan,,Single Family Residential,Chelan,Bothell,WA,98012,859995,3,2.5,Timber Creek - The Signature,2484,,,,346,,Active,,,http://www.redfin.com/WA/Bothell/Timber-Creek-The-Signature/Chelan/home/102462989,NewHomeSource.com,Plan-31172997,N,Y,47.828913,-122.172253
New Construction Plan,,Single Family Residential,Fern,Bothell,WA,98012,749995,4,2.5,Timber Creek - The Courtyards,2186,,,,343,,Active,,,http://www.redfin.com/WA/Bothell/Timber-Creek-The-Courtyards/Fern/home/109194915,NewHomeSource.com,Plan-31325975,N,Y,47.828913,-122.172253
New Construction Plan,,Single Family Residential,Hawthorn,Bothell,WA,98012,659995,3,2.5,Timber Creek - The Courtyards,1541,,,,428,,Active,,,http://www.redfin.com/WA/Bothell/Timber-Creek-The-Courtyards/Hawthorn/home/109194914,NewHomeSource.com,Plan-31325976,N,Y,47.828913,-122.172253
New Construction Plan,,Single Family Residential,Snowberry,Bothell,WA,98012,674995,3,2.5,Timber Creek - The Courtyards,1567,,,,431,,Active,,,http://www.redfin.com/WA/Bothell/Timber-Creek-The-Courtyards/Snowberry/home/109194913,NewHomeSource.com,Plan-31325977,N,Y,47.828913,-122.172253
New Construction Plan,,Single Family Residential,Willow (WA),Bothell,WA,98012,719995,4,2.5,Timber Creek - The Courtyards,1838,,,,392,,Active,,,http://www.redfin.com/WA/Bothell/Timber-Creek-The-Courtyards/Willow-WA/home/109194912,NewHomeSource.com,Plan-31325978,N,Y,47.828913,-122.172253
New Construction Plan,,Single Family Residential,Liberty,Bothell,WA,98012,720995,4,2.5,Timber Creek - The Courtyards,1876,,,,384,,Active,,,http://www.redfin.com/WA/Bothell/Timber-Creek-The-Courtyards/Liberty/home/109194911,NewHomeSource.com,Plan-31325979,N,Y,47.828913,-122.172253
New Construction Plan,,Single Family Residential,Cascade,Bothell,WA,98011,973995,4,2.5,Ravens Ridge,3293,,,,296,,Active,,,http://www.redfin.com/WA/Bothell/Ravens-Ridge/Cascade/home/144477674,NewHomeSource.com,Plan-31460574,N,Y,47.7745171,-122.2218092
New Construction Plan,,Single Family Residential,Mason,Bothell,WA,98011,988995,4,2.5,Ravens Ridge,3382,,,,292,,Active,,,http://www.redfin.com/WA/Bothell/Ravens-Ridge/Mason/home/144477673,NewHomeSource.com,Plan-31460575,N,Y,47.7745171,-122.2218092
New Construction Plan,,Single Family Residential,Russell,Bothell,WA,98011,948995,5,2.5,Ravens Ridge,3095,,,,307,,Active,,,http://www.redfin.com/WA/Bothell/Ravens-Ridge/Russell/home/144477672,NewHomeSource.com,Plan-31460576,N,Y,47.7745171,-122.2218092
New Construction Plan,,Single Family Residential,Barclay,Bothell,WA,98021,,4,4,Parkview Ridge,3280,,,,,,Active,,,http://www.redfin.com/WA/Bothell/Parkview-Ridge/Barclay/home/144629816,DR Horton,Plan-389395,N,Y,47.7923063,-122.1774516
New Construction Plan,,Single Family Residential,Elm,Bothell,WA,98012,728995,3,2.5,Timber Creek - The Carriages,2202,,,,331,,Active,,,http://www.redfin.com/WA/Bothell/Timber-Creek-The-Carriages/Elm/home/111089159,NewHomeSource.com,Plan-31343205,N,Y,47.828913,-122.172253
New Construction Plan,,Single Family Residential,Tyee,Bothell,WA,98021,,3,3.5,Parkview Ridge,2620,,,,,,Active,,,http://www.redfin.com/WA/Bothell/Parkview-Ridge/Tyee/home/144539922,DR Horton,Plan-388292,N,Y,47.7923063,-122.1774516
New Construction Plan,,Single Family Residential,Cottonwood,Bothell,WA,98012,749995,4,2.5,Timber Creek - The Courtyards,2214,,,,339,,Active,,,http://www.redfin.com/WA/Bothell/Timber-Creek-The-Courtyards/Cottonwood/home/109194916,NewHomeSource.com,Plan-31325974,N,Y,47.828913,-122.172253
New Construction Plan,,Single Family Residential,Augusta,Bothell,WA,98011,,4,2.5,Ravens Ridge,3464,,,,,,Active,,,http://www.redfin.com/WA/Bothell/Ravens-Ridge/Augusta/home/144477675,DR Horton,Plan-387207,N,Y,47.7745171,-122.2218092
New Construction Plan,,Single Family Residential,Residence 481,Bothell,WA,98021,929990,4,2.5,Talavera Ridge,3063,,,,304,,Active,,,http://www.redfin.com/WA/Bothell/Talavera-Ridge/Residence-481/home/144269728,NewHomeSource.com,Plan-31449238,N,Y,47.787947,-122.1745322
New Construction Plan,,Single Family Residential,Palmer II,Bothell,WA,98021,719995,3,3,Parkview Ridge,2451,,,,294,,Active,,,http://www.redfin.com/WA/Bothell/Parkview-Ridge/Palmer-II/home/144359081,NewHomeSource.com,Plan-31453577,N,Y,47.7923063,-122.1774516
New Construction Plan,,Single Family Residential,Residence 447,Bothell,WA,98021,965990,5,4.5,Talavera Ridge,3312,,,,292,,Active,,,http://www.redfin.com/WA/Bothell/Talavera-Ridge/Residence-447/home/122384436,NewHomeSource.com,Plan-31449236,N,Y,47.787947,-122.1745322
New Construction Plan,,Single Family Residential,Leota,Bothell,WA,98012,863995,3,2.5,Timber Creek - The Signature,2665,,,,324,,Active,,,http://www.redfin.com/WA/Bothell/Timber-Creek-The-Signature/Leota/home/102462987,NewHomeSource.com,Plan-31172998,N,Y,47.828913,-122.172253
New Construction Plan,,Single Family Residential,Residence 423,Bothell,WA,98021,875990,4,3,Talavera Ridge,2971,,,,295,,Active,,,http://www.redfin.com/WA/Bothell/Talavera-Ridge/Residence-423/home/144269730,NewHomeSource.com,Plan-31449235,N,Y,47.787947,-122.1745322
New Construction Plan,,Single Family Residential,Sidney,Bothell,WA,98012,779995,3,3.5,Timber Creek - The Bungalows,2600,,,,300,,Active,,,http://www.redfin.com/WA/Bothell/Timber-Creek-The-Bungalows/Sidney/home/143512181,NewHomeSource.com,Plan-31429978,N,Y,47.828913,-122.172253
New Construction Plan,,Single Family Residential,Residence 480,Bothell,WA,98021,869990,4,3,Talavera Ridge,2818,,,,309,,Active,,,http://www.redfin.com/WA/Bothell/Talavera-Ridge/Residence-480/home/144288456,NewHomeSource.com,Plan-31450836,N,Y,47.787947,-122.1745322
New Construction Plan,,Single Family Residential,Denali Home Within a Home,Bothell,WA,98021,899950,5,4,North Creek Ridge,3471,,,,259,,Active,,,http://www.redfin.com/WA/Bothell/North-Creek-Ridge/Denali-Home-Within-a-Home/home/113118250,NewHomeSource.com,Plan-31366545,N,Y,47.783798,-122.17339
New Construction Plan,,Single Family Residential,Newhalem Daylight,Bothell,WA,98021,,5,3.5,Parkview Ridge,3126,,,,,,Active,,,http://www.redfin.com/WA/Bothell/Parkview-Ridge/Newhalem-Daylight/home/144280619,DR Horton,Plan-383791,N,Y,47.7923063,-122.1774516
New Construction Plan,,Single Family Residential,Baker,Bothell,WA,98012,,4,2.5,Ryan Park,2682,,,,,,Active,,,http://www.redfin.com/WA/Bothell/Ryan-Park/Baker/home/144280618,DR Horton,Plan-383792,N,Y,47.8210009,-122.2360475
New Construction Plan,,Single Family Residential,Cascade,Bothell,WA,98012,,4,2.5,Ryan Park,3293,,,,,,Active,,,http://www.redfin.com/WA/Bothell/Ryan-Park/Cascade/home/144280617,DR Horton,Plan-383793,N,Y,47.8210009,-122.2360475
New Construction Plan,,Single Family Residential,Cavanaugh,Bothell,WA,98012,685995,4,2.5,Ryan Park,2246,,,,305,,Active,,,http://www.redfin.com/WA/Bothell/Ryan-Park/Cavanaugh/home/144280616,DR Horton,Plan-383794,N,Y,47.8210009,-122.2360475
New Construction Plan,,Single Family Residential,Dayton,Bothell,WA,98012,,3,2.5,Ryan Park,2084,,,,,,Active,,,http://www.redfin.com/WA/Bothell/Ryan-Park/Dayton/home/144280615,DR Horton,Plan-383795,N,Y,47.8210009,-122.2360475
New Construction Plan,,Single Family Residential,Rainier,Bothell,WA,98012,,4,2.5,Ryan Park,2606,,,,,,Active,,,http://www.redfin.com/WA/Bothell/Ryan-Park/Rainier/home/144280614,DR Horton,Plan-383796,N,Y,47.8210009,-122.2360475
New Construction Plan,,Single Family Residential,Trafton,Bothell,WA,98012,702995,4,2.5,Ryan Park,2346,,,,300,,Active,,,http://www.redfin.com/WA/Bothell/Ryan-Park/Trafton/home/144280613,DR Horton,Plan-383797,N,Y,47.8210009,-122.2360475
New Construction Plan,,Single Family Residential,Columbia,Bothell,WA,98021,889950,4,3.5,North Creek Ridge,3395,,,,262,,Active,,,http://www.redfin.com/WA/Bothell/North-Creek-Ridge/Columbia/home/113118251,NewHomeSource.com,Plan-31366544,N,Y,47.783798,-122.17339
New Construction Plan,,Single Family Residential,Whatcom,Bothell,WA,98021,768995,4,2.5,Parkview Ridge,2708,,,,284,,Active,,,http://www.redfin.com/WA/Bothell/Parkview-Ridge/Whatcom/home/144219844,NewHomeSource.com,Plan-21446404,N,Y,47.7923063,-122.1774516
New Construction Plan,,Single Family Residential,McKinley Home Within a Home,Bothell,WA,98021,889950,4,3.5,North Creek Ridge,3316,,,,268,,Active,,,http://www.redfin.com/WA/Bothell/North-Creek-Ridge/McKinley-Home-Within-a-Home/home/113118252,NewHomeSource.com,Plan-31366543,N,Y,47.783798,-122.17339
New Construction Plan,,Single Family Residential,Ballinger,Bothell,WA,98021,859950,5,3.5,North Creek Ridge,3222,,,,267,,Active,,,http://www.redfin.com/WA/Bothell/North-Creek-Ridge/Ballinger/home/113118253,NewHomeSource.com,Plan-31366542,N,Y,47.783798,-122.17339
New Construction Plan,,Single Family Residential,Residence B-380,Bothell,WA,98021,984900,4,2.5,Greenstone Heights,3182,,,,310,,Active,,,http://www.redfin.com/WA/Bothell/Greenstone-Heights/Residence-B-380/home/142994741,NewHomeSource.com,Plan-31415262,N,Y,47.799818,-122.187186
New Construction Plan,,Single Family Residential,Sequoia,Bothell,WA,98021,849950,5,3,North Creek Ridge,2825,,,,301,,Active,,,http://www.redfin.com/WA/Bothell/North-Creek-Ridge/Sequoia/home/113118254,NewHomeSource.com,Plan-31366541,N,Y,47.783798,-122.17339
New Construction Plan,,Single Family Residential,Residence B-410,Bothell,WA,98021,1029900,3,2.5,Greenstone Heights,3777,,,,273,,Active,,,http://www.redfin.com/WA/Bothell/Greenstone-Heights/Residence-B-410/home/142994742,NewHomeSource.com,Plan-31415261,N,Y,47.799818,-122.187186
New Construction Plan,,Single Family Residential,Magnolia,Bothell,WA,98021,809950,4,2.5,North Creek Ridge,2501,,,,324,,Active,,,http://www.redfin.com/WA/Bothell/North-Creek-Ridge/Magnolia/home/113118255,NewHomeSource.com,Plan-31366540,N,Y,47.783798,-122.17339
New Construction Plan,,Single Family Residential,Residence B-440,Bothell,WA,98021,1114900,5,2.5,Greenstone Heights,4236,,,,263,,Active,,,http://www.redfin.com/WA/Bothell/Greenstone-Heights/Residence-B-440/home/142994743,NewHomeSource.com,Plan-31415260,N,Y,47.799818,-122.187186
New Construction Plan,,Single Family Residential,Aspen,Bothell,WA,98021,799950,4,3,North Creek Ridge,2494,,,,321,,Active,,,http://www.redfin.com/WA/Bothell/North-Creek-Ridge/Aspen/home/113118256,NewHomeSource.com,Plan-21366539,N,Y,47.783798,-122.17339
New Construction Plan,,Single Family Residential,Burke Elite,Bothell,WA,98011,844995,4,3.5,Dawson Square,2097,,,,403,,Active,,,http://www.redfin.com/WA/Bothell/Dawson-Square/Burke-Elite/home/143100307,NewHomeSource.com,Plan-21417565,N,Y,47.759999,-122.211341
New Construction Plan,,Single Family Residential,Burke,Bothell,WA,98011,754995,4,3.5,Dawson Square,2048,,,,369,,Active,,,http://www.redfin.com/WA/Bothell/Dawson-Square/Burke/home/143100308,NewHomeSource.com,Plan-21417564,N,Y,47.759999,-122.211341
New Construction Plan,,Single Family Residential,The Deplama,Bothell,WA,98021,939990,4,3.5,Talavera Ridge,3312,,,,284,,Active,,,http://www.redfin.com/WA/Bothell/Talavera-Ridge/The-Deplama/home/144152295,NewHomeFeed,Plan-380275,N,Y,47.787947,-122.1745322
New Construction Plan,,Single Family Residential,The Kimball,Bothell,WA,98021,909990,4,3,Talavera Ridge,3085,,,,295,,Active,,,http://www.redfin.com/WA/Bothell/Talavera-Ridge/The-Kimball/home/144152294,NewHomeFeed,Plan-380277,N,Y,47.787947,-122.1745322
New Construction Plan,,Single Family Residential,The Prescott,Bothell,WA,98021,875990,4,3.5,Talavera Ridge,2971,,,,295,,Active,,,http://www.redfin.com/WA/Bothell/Talavera-Ridge/The-Prescott/home/144152292,NewHomeFeed,Plan-380278,N,Y,47.787947,-122.1745322
New Construction Plan,,Single Family Residential,The Caldwell,Bothell,WA,98021,929990,4,2.5,Talavera Ridge,3063,,,,304,,Active,,,http://www.redfin.com/WA/Bothell/Talavera-Ridge/The-Caldwell/home/144152291,NewHomeFeed,Plan-380280,N,Y,47.787947,-122.1745322
New Construction Plan,,Townhouse,Skykomish,Bothell,WA,98012,659995,3,3.5,Timber Creek - The Towns,2190,,,,301,,Active,,,http://www.redfin.com/WA/Bothell/Timber-Creek-The-Towns/Skykomish/home/143100309,NewHomeSource.com,Plan-21417563,N,Y,47.828913,-122.172253
New Construction Plan,,Single Family Residential,Residence G-251,Bothell,WA,98021,804750,3,2.5,Grove at Canyon Park,2518,,,,320,,Active,,,http://www.redfin.com/WA/Bothell/Grove-at-Canyon-Park/Residence-G-251/home/112734145,NewHomeSource.com,Plan-21350921,N,Y,47.7947809,-122.1734408
New Construction Plan,,Single Family Residential,Kokanee,Bothell,WA,98021,,3,2.5,Parkview Ridge,2393,,,,,,Active,,,http://www.redfin.com/WA/Bothell/Parkview-Ridge/Kokanee/home/144057607,DR Horton,Plan-379672,N,Y,47.7923063,-122.1774516
New Construction Plan,,Single Family Residential,Trafton Daylight,Bothell,WA,98021,,5,3.5,Parkview Ridge,3013,,,,,,Active,,,http://www.redfin.com/WA/Bothell/Parkview-Ridge/Trafton-Daylight/home/144053819,DR Horton,Plan-379146,N,Y,47.7923063,-122.1774516
New Construction Plan,,Single Family Residential,Armstrong Daylight,Bothell,WA,98021,,4,3.5,Parkview Ridge,2850,,,,,,Active,,,http://www.redfin.com/WA/Bothell/Parkview-Ridge/Armstrong-Daylight/home/143824099,DR Horton,Plan-376722,N,Y,47.7923063,-122.1774516
New Construction Plan,,Single Family Residential,Cavanaugh Daylight,Bothell,WA,98021,,5,3.5,Parkview Ridge,2781,,,,,,Active,,,http://www.redfin.com/WA/Bothell/Parkview-Ridge/Cavanaugh-Daylight/home/143824097,DR Horton,Plan-376724,N,Y,47.7923063,-122.1774516
New Construction Plan,,Single Family Residential,Weston Super Value- 210WV14401V,Bothell,WA,98021,69900,1,1,Country Club Estates,560,,,,125,,Active,,,http://www.redfin.com/WA/Bothell/Country-Club-Estates/Weston-Super-Value-210WV14401V/home/113732172,NewHomeFeed,Plan-356712,N,Y,47.781956,-122.259177
New Construction Plan,,Single Family Residential,Cypress,Bothell,WA,98021,850000,4,3,Tall Cedars,3009,,,,282,,Active,,,http://www.redfin.com/WA/Bothell/Tall-Cedars/Cypress/home/143318376,NewHomeFeed,Plan-343503,N,Y,47.7853799,-122.1995998
PAST SALE,December-7-2017,Single Family Residential,3009 200th St SE,Bothell,WA,98012,464000,3,2.5,Thrashers Corner,1745,6534,1997,48,266,60,Sold,,,http://www.redfin.com/WA/Bothell/3009-200th-St-SE-98012/home/2851346,NWMLS,1211855,N,Y,47.816261,-122.192499
PAST SALE,October-26-2017,Single Family Residential,24 175th Place SE,Bothell,WA,98012,626990,3,3,Bothell,2614,3769,2017,90,240,,Sold,,,http://www.redfin.com/WA/Bothell/24-175th-Pl-SE-98012/home/113281659,NWMLS,1085722,N,Y,47.8387904,-122.2078479
